"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Bartholomew County, IN"	"18005"	Suppressed	536212	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Benton County, IN"	"18007"	Suppressed	61723	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Blackford County, IN"	"18009"	19	89916	Unreliable	12.7	33.0	4.8	Unreliable	14.2	37.9	5.6	0.0%
	"Boone County, IN"	"18011"	13	390156	Unreliable	1.8	5.7	0.9	Unreliable	1.8	5.9	1.0	0.0%
	"Brown County, IN"	"18013"	Suppressed	106562	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Carroll County, IN"	"18015"	Suppressed	140795	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cass County, IN"	"18017"	Suppressed	272701	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, IN"	"18019"	34	760046	4.5	3.1	6.3	0.8	4.6	3.2	6.5	0.8	0.0%
	"Clay County, IN"	"18021"	Suppressed	188659	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clinton County, IN"	"18023"	Suppressed	232468	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, IN"	"18025"	Suppressed	75433	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Daviess County, IN"	"18027"	18	219197	Unreliable	4.9	13.0	1.9	Unreliable	5.4	14.5	2.2	0.0%
	"Dearborn County, IN"	"18029"	22	347792	6.3	4.0	9.6	1.3	6.7	4.2	10.3	1.5	0.0%
	"Decatur County, IN"	"18031"	Suppressed	179876	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"De Kalb County, IN"	"18033"	Suppressed	294562	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Delaware County, IN"	"18035"	78	821747	9.5	7.5	11.8	1.1	10.3	8.1	13.0	1.2	0.1%
	"Dubois County, IN"	"18037"	Suppressed	293328	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Elkhart County, IN"	"18039"	52	1382746	3.8	2.8	4.9	0.5	4.0	3.0	5.2	0.6	0.0%
	"Fayette County, IN"	"18041"	Suppressed	170143	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Floyd County, IN"	"18043"	43	518143	8.3	6.0	11.2	1.3	8.7	6.2	11.7	1.3	0.0%
	"Fountain County, IN"	"18045"	Suppressed	120966	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, IN"	"18047"	16	162020	Unreliable	5.6	16.0	2.5	Unreliable	5.7	16.2	2.5	0.0%
	"Fulton County, IN"	"18049"	Suppressed	145021	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gibson County, IN"	"18051"	Suppressed	233861	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grant County, IN"	"18053"	Suppressed	490089	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, IN"	"18055"	Suppressed	231215	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, IN"	"18057"	23	1876705	1.2	0.8	1.8	0.3	1.3	0.8	2.0	0.3	0.0%
	"Hancock County, IN"	"18059"	18	481271	Unreliable	2.2	5.9	0.9	Unreliable	2.4	6.5	1.0	0.0%
	"Harrison County, IN"	"18061"	13	271518	Unreliable	2.5	8.2	1.3	Unreliable	2.4	8.0	1.3	0.0%
	"Hendricks County, IN"	"18063"	39	998132	3.9	2.8	5.3	0.6	4.1	2.9	5.6	0.7	0.0%
	"Henry County, IN"	"18065"	17	343201	Unreliable	2.9	7.9	1.2	Unreliable	2.8	8.1	1.2	0.0%
	"Howard County, IN"	"18067"	28	582260	4.8	3.2	7.0	0.9	5.1	3.4	7.5	1.0	0.0%
	"Huntington County, IN"	"18069"	Suppressed	260819	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, IN"	"18071"	11	295346	Unreliable	1.9	6.7	1.1	Unreliable	1.9	6.7	1.1	0.0%
	"Jasper County, IN"	"18073"	11	232096	Unreliable	2.4	8.5	1.4	Unreliable	2.6	9.3	1.6	0.0%
	"Jay County, IN"	"18075"	Suppressed	149939	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, IN"	"18077"	Suppressed	226802	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jennings County, IN"	"18079"	12	198730	Unreliable	3.1	10.5	1.7	Unreliable	3.3	11.2	1.9	0.0%
	"Johnson County, IN"	"18081"	30	964463	3.1	2.1	4.4	0.6	3.2	2.1	4.5	0.6	0.0%
	"Knox County, IN"	"18083"	17	268782	Unreliable	3.7	10.1	1.5	Unreliable	4.5	12.7	1.9	0.0%
	"Kosciusko County, IN"	"18085"	18	539847	Unreliable	2.0	5.3	0.8	Unreliable	2.0	5.5	0.8	0.0%
	"Lagrange County, IN"	"18087"	Suppressed	259875	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	114	3461284	3.3	2.7	3.9	0.3	3.5	2.8	4.1	0.3	0.1%
	"La Porte County, IN"	"18091"	31	777306	4.0	2.7	5.7	0.7	4.2	2.8	5.9	0.8	0.0%
	"Lawrence County, IN"	"18093"	36	323243	11.1	7.8	15.4	1.9	12.2	8.5	17.0	2.1	0.0%
	"Madison County, IN"	"18095"	124	918798	13.5	11.1	15.9	1.2	14.0	11.5	16.5	1.3	0.1%
	"Marion County, IN"	"18097"	383	6283670	6.1	5.5	6.7	0.3	6.0	5.4	6.6	0.3	0.3%
	"Marshall County, IN"	"18099"	12	328985	Unreliable	1.9	6.4	1.1	Unreliable	1.9	6.4	1.1	0.0%
	"Martin County, IN"	"18101"	Suppressed	72208	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Miami County, IN"	"18103"	Suppressed	259733	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, IN"	"18105"	27	952582	2.8	1.9	4.1	0.5	3.2	2.1	4.8	0.7	0.0%
	"Montgomery County, IN"	"18107"	Suppressed	267415	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, IN"	"18109"	18	481923	Unreliable	2.2	5.9	0.9	Unreliable	2.5	6.6	1.0	0.0%
	"Newton County, IN"	"18111"	Suppressed	99704	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Noble County, IN"	"18113"	10	332695	Unreliable	1.4	5.5	1.0	Unreliable	1.5	5.9	1.0	0.0%
	"Ohio County, IN"	"18115"	Suppressed	42489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, IN"	"18117"	Suppressed	138801	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Owen County, IN"	"18119"	Suppressed	151568	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Parke County, IN"	"18121"	Suppressed	121284	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Perry County, IN"	"18123"	Suppressed	135406	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pike County, IN"	"18125"	Suppressed	90285	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Porter County, IN"	"18127"	102	1141102	8.9	7.2	10.7	0.9	9.3	7.5	11.1	0.9	0.1%
	"Posey County, IN"	"18129"	Suppressed	181827	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pulaski County, IN"	"18131"	Suppressed	94520	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Putnam County, IN"	"18133"	Suppressed	265964	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Randolph County, IN"	"18135"	Suppressed	183269	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ripley County, IN"	"18137"	Suppressed	200194	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rush County, IN"	"18139"	Suppressed	122257	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Joseph County, IN"	"18141"	73	1865625	3.9	3.1	4.9	0.5	4.2	3.3	5.3	0.5	0.1%
	"Scott County, IN"	"18143"	35	168332	20.8	14.5	28.9	3.5	21.1	14.6	29.4	3.6	0.0%
	"Shelby County, IN"	"18145"	18	310038	Unreliable	3.4	9.2	1.4	Unreliable	3.5	9.7	1.5	0.0%
	"Spencer County, IN"	"18147"	Suppressed	146729	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Starke County, IN"	"18149"	21	163119	12.9	8.0	19.7	2.8	14.0	8.5	21.6	3.1	0.0%
	"Steuben County, IN"	"18151"	Suppressed	238634	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sullivan County, IN"	"18153"	Suppressed	150150	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Switzerland County, IN"	"18155"	Suppressed	72956	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tippecanoe County, IN"	"18157"	26	1195229	2.2	1.4	3.2	0.4	2.3	1.5	3.5	0.5	0.0%
	"Tipton County, IN"	"18159"	Suppressed	112185	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, IN"	"18161"	Suppressed	52184	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vanderburgh County, IN"	"18163"	190	1252525	15.2	13.0	17.3	1.1	15.1	12.9	17.3	1.1	0.1%
	"Vermillion County, IN"	"18165"	Suppressed	114393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vigo County, IN"	"18167"	48	752253	6.4	4.7	8.5	0.9	6.8	5.0	9.1	1.0	0.0%
	"Wabash County, IN"	"18169"	12	231157	Unreliable	2.7	9.1	1.5	Unreliable	3.1	10.5	1.8	0.0%
	"Warren County, IN"	"18171"	Suppressed	59595	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Warrick County, IN"	"18173"	11	412559	Unreliable	1.3	4.8	0.8	Unreliable	1.2	4.3	0.7	0.0%
	"Washington County, IN"	"18175"	21	197172	10.7	6.6	16.3	2.3	10.8	6.6	16.7	2.4	0.0%
	"Wayne County, IN"	"18177"	Suppressed	482990	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Wells County, IN"	"18179"	Suppressed	194101	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"White County, IN"	"18181"	Suppressed	172799	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Whitley County, IN"	"18183"	Suppressed	231648	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Adair County, IA"	"19001"	Suppressed	53908	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Adams County, IA"	"19003"	Suppressed	28561	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Allamakee County, IA"	"19005"	Suppressed	100142	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Appanoose County, IA"	"19007"	Suppressed	90654	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Audubon County, IA"	"19009"	Suppressed	42886	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Benton County, IA"	"19011"	Suppressed	182412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Black Hawk County, IA"	"19013"	33	909499	3.6	2.5	5.1	0.6	3.9	2.7	5.5	0.7	0.0%
	"Boone County, IA"	"19015"	Suppressed	184594	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bremer County, IA"	"19017"	Suppressed	169672	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Buchanan County, IA"	"19019"	Suppressed	147019	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Buena Vista County, IA"	"19021"	Suppressed	140824	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Butler County, IA"	"19023"	Suppressed	104340	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Calhoun County, IA"	"19025"	Suppressed	68774	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Carroll County, IA"	"19027"	Suppressed	145494	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cass County, IA"	"19029"	Suppressed	97389	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cedar County, IA"	"19031"	Suppressed	128886	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cerro Gordo County, IA"	"19033"	Suppressed	309393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, IA"	"19035"	Suppressed	84421	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Chickasaw County, IA"	"19037"	Suppressed	87243	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clarke County, IA"	"19039"	Suppressed	64802	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, IA"	"19041"	Suppressed	116798	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clayton County, IA"	"19043"	Suppressed	126903	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clinton County, IA"	"19045"	12	344127	Unreliable	1.8	6.1	1.0	Unreliable	1.6	5.9	1.0	0.0%
	"Crawford County, IA"	"19047"	Suppressed	119306	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dallas County, IA"	"19049"	13	449501	Unreliable	1.5	4.9	0.8	Unreliable	1.6	5.0	0.8	0.0%
	"Davis County, IA"	"19051"	Suppressed	60900	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Decatur County, IA"	"19053"	Suppressed	59102	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Delaware County, IA"	"19055"	Suppressed	124529	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Des Moines County, IA"	"19057"	16	281846	Unreliable	3.2	9.2	1.4	Unreliable	3.6	10.3	1.6	0.0%
	"Dickinson County, IA"	"19059"	Suppressed	117195	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dubuque County, IA"	"19061"	22	652253	3.4	2.1	5.1	0.7	3.5	2.2	5.4	0.8	0.0%
	"Emmet County, IA"	"19063"	Suppressed	72189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fayette County, IA"	"19065"	Suppressed	146765	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Floyd County, IA"	"19067"	Suppressed	114091	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, IA"	"19069"	Suppressed	74768	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fremont County, IA"	"19071"	Suppressed	52161	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, IA"	"19073"	Suppressed	65677	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grundy County, IA"	"19075"	Suppressed	86919	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Guthrie County, IA"	"19077"	Suppressed	76875	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, IA"	"19079"	Suppressed	110288	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hancock County, IA"	"19081"	Suppressed	79967	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardin County, IA"	"19083"	Suppressed	123169	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Harrison County, IA"	"19085"	Suppressed	104745	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Henry County, IA"	"19087"	Suppressed	141859	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Howard County, IA"	"19089"	Suppressed	67187	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Humboldt County, IA"	"19091"	Suppressed	69073	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ida County, IA"	"19093"	Suppressed	50063	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Iowa County, IA"	"19095"	Suppressed	114306	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, IA"	"19097"	Suppressed	139223	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jasper County, IA"	"19099"	19	258428	Unreliable	4.4	11.5	1.7	Unreliable	4.6	12.2	1.8	0.0%
	"Jefferson County, IA"	"19101"	Suppressed	116915	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnson County, IA"	"19103"	33	903981	3.7	2.5	5.1	0.6	3.9	2.6	5.5	0.7	0.0%
	"Jones County, IA"	"19105"	Suppressed	144776	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Keokuk County, IA"	"19107"	Suppressed	73836	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kossuth County, IA"	"19109"	Suppressed	109523	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, IA"	"19111"	Suppressed	251196	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Linn County, IA"	"19113"	76	1467720	5.2	4.1	6.5	0.6	5.2	4.1	6.5	0.6	0.1%
	"Louisa County, IA"	"19115"	Suppressed	81076	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lucas County, IA"	"19117"	Suppressed	63201	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lyon County, IA"	"19119"	Suppressed	81250	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, IA"	"19121"	Suppressed	108819	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mahaska County, IA"	"19123"	Suppressed	156887	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marion County, IA"	"19125"	10	233721	Unreliable	2.1	7.9	1.4	Unreliable	2.2	8.5	1.5	0.0%
	"Marshall County, IA"	"19127"	10	282392	Unreliable	1.7	6.5	1.1	Unreliable	2.1	8.1	1.4	0.0%
	"Mills County, IA"	"19129"	Suppressed	105611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, IA"	"19131"	Suppressed	75510	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monona County, IA"	"19133"	Suppressed	65105	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, IA"	"19135"	Suppressed	55705	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, IA"	"19137"	Suppressed	75732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Muscatine County, IA"	"19139"	Suppressed	298207	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"O'Brien County, IA"	"19141"	Suppressed	100503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Osceola County, IA"	"19143"	Suppressed	45451	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Page County, IA"	"19145"	Suppressed	112187	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Palo Alto County, IA"	"19147"	Suppressed	66274	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Plymouth County, IA"	"19149"	Suppressed	174459	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pocahontas County, IA"	"19151"	Suppressed	51906	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	245	2975995	8.2	7.2	9.3	0.5	8.1	7.1	9.1	0.5	0.2%
	"Pottawattamie County, IA"	"19155"	41	645871	6.3	4.6	8.6	1.0	6.7	4.8	9.1	1.1	0.0%
	"Poweshiek County, IA"	"19157"	Suppressed	132630	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ringgold County, IA"	"19159"	Suppressed	36060	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
